fill_number,first_run_number,last_run_number,duration,start_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,efficiency_time,efficiency_lumi,peak_lumi,peak_pileup,bunches_colliding,beta_star,energy,injection_scheme,fill_type_runtime
9306,375660,375668,23711,2023-10-26 00:27:47,2023-10-26 03:01:06,2023-10-26 09:36:17,2023-10-26 09:43:13,4.9978899e-05,4.6616217e-05,98.49,93.272,3.559e-06,0.000281,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9305,375656,375659,23770,2023-10-25 15:09:00,2023-10-25 17:50:22,2023-10-26 00:26:32,2023-10-26 00:27:47,5.1128865e-05,4.7493995e-05,98.62,92.891,3.698e-06,0.000291,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9302,375621,375631,23772,2023-10-25 00:03:07,2023-10-25 02:38:47,2023-10-25 09:14:59,2023-10-25 09:27:47,5.3060473e-05,4.9021146e-05,97.291,92.387,3.929e-06,0.00031,880.0,50.0,6799.2,50ns_960b_880_880_208_40bpi_24inj_PbPb,IONS
9301,375598,375616,20947,2023-10-24 15:18:02,2023-10-24 18:12:31,2023-10-25 00:01:38,2023-10-25 00:03:07,5.1028141e-05,4.3703126e-05,79.151,85.645,4.713e-06,0.000371,880.0,50.0,6799.32,50ns_960b_880_880_208_40bpi_24inj_PbPb,IONS
9297,375547,375572,6415,2023-10-24 02:09:58,2023-10-24 04:31:08,2023-10-24 06:18:03,2023-10-24 09:13:46,2.206447e-05,2.0680124e-05,98.8,93.726,3.899e-06,0.000282,960.0,50.0,6799.32,50ns_1080b_960_960_288_40bpi_27inj_PbPb,IONS
9296,375542,375546,3788,2023-10-23 22:17:35,2023-10-24 00:59:01,2023-10-24 02:02:09,2023-10-24 02:09:58,1.3883554e-05,1.3102962e-05,99.34,94.378,3.543e-06,0.000256,960.0,50.0,6799.32,50ns_1080b_960_960_288_40bpi_27inj_PbPb,IONS
9294,375528,375531,20143,2023-10-23 11:08:37,2023-10-23 14:07:56,2023-10-23 19:43:39,2023-10-23 19:45:41,4.7519583e-05,4.3398113e-05,98.054,91.327,4.351e-06,0.000314,960.0,50.0,6799.32,50ns_1081b_960_960_289_40bpi_28inj_PbPb,IONS
9292,375508,375513,29296,2023-10-22 20:39:33,2023-10-22 23:44:08,2023-10-23 07:52:24,2023-10-23 07:54:01,6.187256e-05,5.7820114e-05,99.522,93.45,3.554e-06,0.000257,960.0,50.0,6799.32,50ns_1081b_960_960_289_40bpi_28inj_PbPb,IONS
9291,375502,375507,23398,2023-10-22 11:57:30,2023-10-22 14:07:59,2023-10-22 20:37:57,2023-10-22 20:39:33,6.0295243e-05,5.6585927e-05,99.107,93.848,3.554e-06,0.000257,960.0,50.0,6799.32,50ns_1081b_960_960_289_40bpi_28inj_PbPb,IONS
9289,375487,375500,14591,2023-10-21 23:21:29,2023-10-22 01:54:58,2023-10-22 05:58:09,2023-10-22 08:11:22,4.5672044e-05,4.3343949e-05,99.28,94.903,3.537e-06,0.000256,960.0,50.0,6799.32,50ns_1081b_960_960_289_40bpi_28inj_PbPb,IONS
9288,375482,375483,24368,2023-10-21 14:05:48,2023-10-21 16:33:24,2023-10-21 23:19:32,2023-10-21 23:21:29,5.9161869e-05,5.5435419e-05,99.368,93.701,3.679e-06,0.000266,960.0,50.0,6799.32,50ns_1081b_960_960_289_40bpi_28inj_PbPb,IONS
9285,375457,375465,21545,2023-10-21 03:37:21,2023-10-21 05:55:30,2023-10-21 11:54:35,2023-10-21 11:56:02,5.6369696e-05,5.2329842e-05,97.094,92.833,6.125e-06,0.000483,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9284,375452,375455,4017,2023-10-20 23:50:28,2023-10-21 02:24:06,2023-10-21 03:31:03,2023-10-21 03:37:21,1.5240076e-05,1.4283652e-05,98.904,93.724,5.787e-06,0.000456,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9283,375443,375450,4006,2023-10-20 18:05:28,2023-10-20 20:39:01,2023-10-20 21:45:47,2023-10-20 23:50:28,1.5634648e-05,1.3094978e-05,99.051,83.756,5.955e-06,0.000469,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9282,375418,375441,21188,2023-10-20 09:28:34,2023-10-20 12:11:20,2023-10-20 18:04:28,2023-10-20 18:05:28,5.6357006e-05,4.9469211e-05,97.692,87.778,6.088e-06,0.00048,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9281,375407,375415,21269,2023-10-20 00:37:06,2023-10-20 03:32:10,2023-10-20 09:26:39,2023-10-20 09:28:34,4.9165195e-05,4.3238808e-05,95.543,87.946,4.781e-06,0.000377,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9279,375378,375391,6898,2023-10-19 17:29:47,2023-10-19 19:58:47,2023-10-19 21:53:45,2023-10-19 22:02:50,1.2608327e-05,9.357413e-06,74.572,74.216,2.409e-06,0.000424,394.0,50.0,6799.32,50ns_451b_394_394_161_56bpi_11inj_3INDIV_PbPb,IONS
9273,375310,375318,9924,2023-10-18 00:24:09,2023-10-18 03:27:12,2023-10-18 06:12:36,2023-10-18 07:03:24,3.1387664e-05,2.8466939e-05,98.902,90.695,5.475e-06,0.000432,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9271,375283,375300,16919,2023-10-17 11:25:35,2023-10-17 17:18:04,2023-10-17 22:00:03,2023-10-17 22:01:31,4.411664e-05,4.0245297e-05,99.297,91.225,5.126e-06,0.000404,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9270,375258,375259,17350,2023-10-17 03:37:25,2023-10-17 06:31:13,2023-10-17 11:20:23,2023-10-17 11:25:35,4.7505901e-05,4.3744477e-05,98.974,92.082,5.875e-06,0.000463,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9269,375254,375257,2335,2023-10-17 00:02:02,2023-10-17 02:49:09,2023-10-17 03:28:04,2023-10-17 03:37:25,8.697832e-06,7.920363e-06,98.844,91.061,5.304e-06,0.000418,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9268,375247,375252,17056,2023-10-16 16:17:59,2023-10-16 19:06:11,2023-10-16 23:50:27,2023-10-17 00:02:02,4.5790129e-05,4.2351564e-05,99.214,92.491,5.462e-06,0.000431,880.0,50.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,IONS
9267,375230,375245,2501,2023-10-16 12:21:55,2023-10-16 15:33:08,2023-10-16 16:14:49,2023-10-16 16:17:59,1.0572377e-05,9.691429e-06,98.56,91.667,5.675e-06,0.000447,880.0,50.0,6799.32,50ns_960b_880_880_208_40bpi_24inj_PbPb,IONS
9263,375200,375208,15624,2023-10-15 20:50:44,2023-10-15 23:13:26,2023-10-16 03:33:50,2023-10-16 06:45:39,4.5141327e-05,4.1240757e-05,99.341,91.359,5.421e-06,0.000346,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9260,375183,375199,3058,2023-10-15 07:48:37,2023-10-15 10:56:41,2023-10-15 11:47:39,2023-10-15 17:07:56,1.5573026e-05,1.4374061e-05,98.201,92.301,5.485e-06,0.00035,1088.0,50.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9258,375155,375180,5557,2023-10-14 22:11:50,2023-10-15 04:24:33,2023-10-15 05:57:10,2023-10-15 07:48:14,2.4533656e-05,2.2562566e-05,99.154,91.966,5.488e-06,0.00035,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9256,375131,375153,4986,2023-10-14 13:57:59,2023-10-14 17:29:05,2023-10-14 18:52:11,2023-10-14 21:22:26,2.1941378e-05,1.9438975e-05,94.244,88.595,5.781e-06,0.000369,1088.0,50.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9254,375094,375128,1868,2023-10-13 14:02:18,2023-10-13 20:14:42,2023-10-13 20:45:50,2023-10-14 13:25:50,1.0188404e-05,9.445845e-06,97.483,92.712,5.701e-06,0.000363,1088.0,50.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9252,375062,375089,17596,2023-10-13 03:28:13,2023-10-13 06:08:36,2023-10-13 11:01:52,2023-10-13 13:36:47,4.9427599e-05,4.5870642e-05,99.301,92.804,5.27e-06,0.000354,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9251,375057,375061,8844,2023-10-12 21:53:02,2023-10-13 00:47:50,2023-10-13 03:15:14,2023-10-13 03:28:13,2.8567691e-05,1.9906389e-05,70.169,69.681,4.821e-06,0.000881,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9250,375044,375056,17865,2023-10-12 14:25:07,2023-10-12 16:43:58,2023-10-12 21:41:43,2023-10-12 21:53:02,5.2414723e-05,4.8818015e-05,99.396,93.138,5.627e-06,0.000359,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9247,375009,375013,23786,2023-10-12 02:02:42,2023-10-12 04:57:30,2023-10-12 11:33:56,2023-10-12 11:39:12,5.7920651e-05,5.4072684e-05,99.348,93.356,5.204e-06,0.000332,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9246,375005,375008,17049,2023-10-11 18:38:56,2023-10-11 21:05:50,2023-10-12 01:49:59,2023-10-12 02:02:42,5.1949358e-05,4.7489947e-05,98.792,91.416,5.868e-06,0.000374,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9245,374989,375004,17524,2023-10-11 10:31:11,2023-10-11 13:21:20,2023-10-11 18:13:24,2023-10-11 18:38:56,4.9605448e-05,4.5282495e-05,95.309,91.285,5.21e-06,0.000332,1088.0,50.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9242,374966,374980,13132,2023-10-11 00:02:59,2023-10-11 02:59:20,2023-10-11 06:38:12,2023-10-11 08:40:56,4.2183884e-05,3.9982476e-05,99.132,94.781,5.451e-06,0.000348,1088.0,50.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9240,374956,374961,11137,2023-10-10 16:01:48,2023-10-10 18:21:22,2023-10-10 21:26:59,2023-10-10 21:30:34,5.400078e-06,5.257895e-06,99.452,97.367,9.47e-07,0.000322,204.0,50.0,6799.32,100ns_432b_204_324_301_28bpi_27inj_VdMPbPb,IONS
9239,374947,374955,4874,2023-10-10 10:02:17,2023-10-10 13:09:53,2023-10-10 14:31:07,2023-10-10 16:01:48,2.704206e-06,2.277368e-06,85.061,84.216,8.48e-07,0.000288,204.0,50.0,6799.32,100ns_432b_204_324_301_28bpi_27inj_VdMPbPb,IONS
9237,374921,374926,18591,2023-10-09 21:55:57,2023-10-10 01:34:35,2023-10-10 06:44:26,2023-10-10 07:00:59,5.2472601e-05,4.9348505e-05,99.446,94.046,5.625e-06,0.000359,1088.0,50.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9235,374829,374844,5831,2023-10-06 17:38:30,2023-10-06 20:51:17,2023-10-06 22:28:28,2023-10-07 09:27:25,2.4306903e-05,2.2257708e-05,93.638,91.569,5.626e-06,0.000359,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9234,374825,374828,1027,2023-10-06 14:22:26,2023-10-06 17:14:57,2023-10-06 17:32:04,2023-10-06 17:38:30,5.911456e-06,5.499511e-06,99.025,93.031,5.892e-06,0.000376,1088.0,50.0,6799.32,50ns_1240b_1088_1088_398_56bpi_PbPb,IONS
9232,374806,374824,39666,2023-10-05 20:45:21,2023-10-05 23:35:35,2023-10-06 10:36:41,2023-10-06 13:55:33,6.633992e-05,6.2485343e-05,99.632,94.19,5.268e-06,0.000362,1010.0,50.0,6799.32,50ns_1123b_1010_1010_320_56bpi_23inj_3INIDV_PbPb,IONS
9231,374799,374805,14046,2023-10-05 14:37:46,2023-10-05 16:37:11,2023-10-05 20:31:17,2023-10-05 20:45:21,4.2642959e-05,3.9345959e-05,98.263,92.268,5.485e-06,0.000377,1010.0,50.0,6799.32,50ns_1123b_1010_1010_320_56bpi_23inj_3INIDV_PbPb,IONS
9226,374769,374793,5890,2023-10-05 02:19:12,2023-10-05 04:56:12,2023-10-05 06:34:22,2023-10-05 09:10:58,1.6115694e-05,1.5005619e-05,99.796,93.112,3.613e-06,0.000372,674.0,50.0,6799.32,50ns_899b_674_771_522_56bpi_19inj_3INDIV_PbPb,IONS
9225,374760,374768,4520,2023-10-04 22:45:11,2023-10-05 01:01:19,2023-10-05 02:16:39,2023-10-05 02:19:12,3.944338e-06,3.214332e-06,82.058,81.492,1.06e-06,0.000433,170.0,50.0,6799.32,50ns_227b_170_170_161_56bpi_7inj_3INDIV_PbPb,IONS
9223,374721,374731,13846,2023-10-04 02:45:11,2023-10-04 06:37:27,2023-10-04 10:28:13,2023-10-04 10:38:37,2.6483482e-05,2.4238437e-05,96.216,91.523,3.399e-06,0.00035,674.0,50.0,6799.32,50ns_899b_674_771_522_56bpi_19inj_3INDIV_PbPb,IONS
9222,374710,374719,17041,2023-10-03 17:49:39,2023-10-03 21:59:54,2023-10-04 02:43:55,2023-10-04 02:45:11,3.1739225e-05,3.0138565e-05,99.472,94.957,3.6e-06,0.00037,674.0,50.0,6799.44,50ns_899b_674_771_522_56bpi_19inj_3INDIV_PbPb,IONS
9220,374676,374683,20853,2023-10-03 00:18:16,2023-10-03 02:48:46,2023-10-03 08:36:19,2023-10-03 09:00:51,2.7218966e-05,2.5532694e-05,97.972,93.805,2.965e-06,0.000406,506.0,50.0,6799.32,50ns_675b_506_610_369_56bpi_15inj_3INDIV_PbPb,IONS
9218,374657,374668,18120,2023-10-02 12:30:03,2023-10-02 17:03:16,2023-10-02 22:05:16,2023-10-02 22:06:40,2.2403488e-05,2.1072475e-05,97.997,94.059,2.29e-06,0.000314,506.0,50.0,6799.32,50ns_675b_506_610_369_56bpi_15inj_3INDIV_PbPb,IONS
9217,374639,374647,15714,2023-10-02 02:24:18,2023-10-02 07:33:03,2023-10-02 11:54:57,2023-10-02 12:30:03,2.10767e-06,2.025985e-06,99.739,96.124,1.159e-06,0.000394,204.0,50.0,6799.32,100ns_432b_204_324_301_28bpi_27inj_VdMPbPb,IONS
9216,374632,374634,4224,2023-10-01 22:50:05,2023-10-02 00:59:48,2023-10-02 02:10:12,2023-10-02 02:24:18,1.380625e-06,1.324253e-06,99.479,95.917,1.097e-06,0.000373,204.0,50.0,6799.44,100ns_432b_204_324_301_28bpi_27inj_VdMPbPb,IONS
9213,374591,374599,11149,2023-10-01 06:25:44,2023-10-01 08:36:53,2023-10-01 11:42:42,2023-10-01 11:46:54,1.6064921e-05,1.4424583e-05,92.474,89.789,2.367e-06,0.000417,394.0,50.0,6799.32,50ns_451b_394_394_161_56bpi_11inj_3INDIV_PbPb,IONS
9212,374584,374588,29226,2023-09-30 20:22:07,2023-09-30 22:17:22,2023-10-01 06:24:28,2023-10-01 06:25:44,1.8713584e-05,1.8101484e-05,99.737,96.729,1.839e-06,0.000369,346.0,50.0,6799.44,100ns_432b_374_250_181_28bpi_27inj_VdMPbPb,IONS
9209,374516,374545,19297,2023-09-30 05:41:55,2023-09-30 09:57:08,2023-09-30 15:18:45,2023-09-30 15:20:15,5.553649e-06,1.832732e-06,9.033,33.001,1.416e-06,0.000263,374.0,50.0,6799.32,100ns_432b_374_250_181_28bpi_27inj_VdMPbPb,IONS
9206,374409,374454,7366,2023-09-29 03:20:33,2023-09-29 05:27:29,2023-09-29 07:30:15,2023-09-29 12:23:42,1.1777987e-05,1.141148e-05,99.226,96.888,2.419e-06,0.000426,394.0,50.0,6799.32,50ns_451b_394_394_161_56bpi_11inj_3INDIV_PbPb,IONS
9201,374355,374361,1115,2023-09-28 04:43:24,2023-09-28 06:53:10,2023-09-28 07:11:45,2023-09-28 14:38:44,2.30743e-07,2.30374e-07,100.0,99.84,3.9e-08,0.000383,7.0,50.0,6799.32,Multi_21b_6_6_6_3bpi_9inj_PbPb_1us,IONS
9200,374352,374354,4745,2023-09-28 01:28:17,2023-09-28 03:10:44,2023-09-28 04:29:49,2023-09-28 04:43:24,3.682404e-06,3.58075e-06,98.988,97.239,9.93e-07,0.000405,170.0,50.0,6799.44,50ns_227b_170_170_161_56bpi_7inj_3INDIV_PbPb,IONS
9197,374337,374348,11406,2023-09-27 17:51:34,2023-09-27 20:05:24,2023-09-27 23:15:30,2023-09-27 23:25:01,5.766345e-06,5.244002e-06,90.338,90.942,1.022e-06,0.000417,170.0,50.0,6799.32,50ns_227b_170_170_161_56bpi_7inj_3INDIV_PbPb,IONS
9194,374309,374323,8946,2023-09-27 07:03:19,2023-09-27 10:29:27,2023-09-27 12:58:33,2023-09-27 12:59:50,6.772748e-06,6.486239e-06,100.0,95.77,1.174578e-06,0.000479,170.0,50.0,6799.32,50ns_227b_170_170_161_56bpi_7inj_3INDIV_PbPb,IONS
9193,374297,374307,17883,2023-09-26 21:09:18,2023-09-27 02:00:47,2023-09-27 06:58:50,2023-09-27 07:03:19,9.218484e-06,9.059094e-06,99.955,98.271,1.054e-06,0.00043,170.0,50.0,6799.44,50ns_227b_170_170_161_56bpi_7inj_3INDIV_PbPb,IONS
9192,374277,374296,11176,2023-09-26 15:06:37,2023-09-26 17:46:57,2023-09-26 20:53:13,2023-09-26 21:09:18,2.66906e-06,2.377209e-06,100.0,89.065,1.23e-06,0.00147,58.0,50.0,6799.44,50ns_119b_58_51_58_56bpi_9inj_3INDIV_4NC_PbPb,IONS
